Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,14T,17T,18T,19T,20T,21T,24T,25T,26T,27T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,44T,46T,62T,63T,57T,58T,67T,68T,69T,70T(เก่า),71T,72T(เก่า),73T,75T,76T,77T,79T,80T
5/9/2018,15,n/a,n/a,8,14,n/a,18,n/a,12,28,20,n/a,n/a,10,17,n/a,n/a,11,n/a,12,n/a,14,5,15,9,n/a,n/a,13,9,n/a,n/a,n/a,8,n/a,n/a,9,15,8,15,23,4,10,10,n/a,n/a,n/a,n/a,n/a,6,8,13,6,7
6/9/2018,17,n/a,n/a,10,17,n/a,23,n/a,16,33,23,n/a,n/a,20,20,n/a,n/a,21,n/a,17,n/a,17,13,18,15,n/a,n/a,14,14,n/a,n/a,n/a,12,n/a,n/a,11,15,8,15,8,5,11,13,n/a,n/a,n/a,n/a,n/a,7,12,19,11,10
7/9/2018,19,n/a,n/a,19,19,n/a,23,19,21,22,24,n/a,n/a,17,21,n/a,n/a,26,n/a,18,n/a,23,14,21,19,n/a,n/a,19,13,n/a,n/a,n/a,14,n/a,n/a,12,24,10,15,9,8,12,16,n/a,n/a,n/a,n/a,n/a,6,18,25,14,6
8/9/2018,22,n/a,n/a,19,22,n/a,28,25,23,41,31,n/a,n/a,24,26,n/a,n/a,36,n/a,17,n/a,27,21,27,25,n/a,n/a,15,10,n/a,n/a,n/a,11,n/a,n/a,12,19,11,15,5,10,10,16,n/a,n/a,n/a,n/a,n/a,7,16,19,15,7
9/9/2018,26,n/a,n/a,26,28,n/a,34,34,32,50,32,n/a,n/a,24,31,n/a,n/a,31,n/a,21,n/a,20,16,18,32,n/a,n/a,15,10,n/a,n/a,n/a,12,n/a,n/a,16,17,8,15,7,5,8,13,n/a,n/a,n/a,n/a,n/a,6,13,14,12,7
10/9/2018,29,n/a,n/a,27,31,n/a,39,35,32,52,40,n/a,n/a,27,30,n/a,n/a,30,n/a,15,n/a,17,15,13,32,n/a,n/a,17,9,n/a,n/a,n/a,11,n/a,n/a,13,18,9,11,7,4,10,13,n/a,n/a,n/a,n/a,n/a,6,14,18,7,8
11/9/2018,17,n/a,n/a,13,16,n/a,21,17,16,29,21,n/a,n/a,16,18,n/a,n/a,28,n/a,12,n/a,9,13,10,16,n/a,n/a,15,11,n/a,n/a,n/a,12,n/a,n/a,16,26,9,13,10,6,13,14,n/a,n/a,n/a,n/a,n/a,8,17,23,11,8
12/9/2018,18,n/a,n/a,17,18,n/a,21,19,17,n/a,25,n/a,n/a,15,21,n/a,n/a,28,n/a,13,n/a,7,12,7,14,n/a,n/a,13,15,n/a,n/a,n/a,11,n/a,n/a,16,26,9,13,11,8,11,14,n/a,n/a,n/a,n/a,n/a,7,16,18,11,8
13/9/2018,18,n/a,n/a,15,17,n/a,22,17,16,19,n/a,n/a,n/a,16,25,n/a,n/a,18,n/a,n/a,n/a,12,12,6,10,n/a,n/a,14,20,n/a,n/a,n/a,12,n/a,n/a,15,20,11,14,9,8,9,13,n/a,n/a,n/a,n/a,n/a,6,18,16,13,6
14/9/2018,13,n/a,n/a,10,15,n/a,18,17,15,30,n/a,n/a,n/a,15,22,n/a,n/a,15,n/a,n/a,n/a,10,10,4,10,n/a,n/a,10,12,n/a,n/a,n/a,15,n/a,n/a,12,23,11,12,8,5,14,13,n/a,n/a,n/a,n/a,n/a,9,15,15,8,6
15/9/2018,14,n/a,n/a,11,14,n/a,21,17,17,32,22,n/a,n/a,14,20,n/a,n/a,18,n/a,15,n/a,n/a,7,6,10,n/a,n/a,12,14,n/a,n/a,n/a,16,n/a,n/a,9,27,6,8,13,6,13,19,n/a,n/a,n/a,n/a,n/a,14,14,15,6,n/a
16/9/2018,14,n/a,n/a,9,16,n/a,20,16,20,34,21,n/a,n/a,13,19,n/a,n/a,17,n/a,10,n/a,11,6,15,13,n/a,n/a,15,16,n/a,n/a,n/a,17,n/a,n/a,8,25,6,9,17,9,14,21,n/a,n/a,n/a,n/a,n/a,10,12,18,6,6
17/9/2018,10,n/a,n/a,10,10,n/a,16,15,13,13,19,n/a,n/a,8,8,n/a,n/a,16,n/a,9,n/a,9,6,7,7,n/a,n/a,15,18,n/a,n/a,n/a,16,n/a,n/a,10,24,10,12,14,8,15,15,n/a,n/a,n/a,n/a,n/a,11,11,14,5,8
18/9/2018,8,n/a,n/a,7,9,n/a,13,12,11,19,19,n/a,n/a,6,10,n/a,n/a,16,n/a,12,9,15,6,16,10,n/a,n/a,9,9,n/a,n/a,n/a,14,n/a,n/a,9,20,12,13,n/a,6,8,12,n/a,n/a,n/a,n/a,n/a,n/a,12,13,9,7
19/9/2018,8,n/a,n/a,12,14,n/a,16,11,15,23,18,n/a,n/a,10,15,n/a,n/a,17,n/a,11,7,15,9,14,9,n/a,n/a,8,10,n/a,n/a,n/a,9,n/a,n/a,10,21,13,17,7,5,8,8,n/a,n/a,n/a,n/a,n/a,5,13,15,8,9
20/9/2018,21,n/a,n/a,16,20,n/a,25,21,26,31,27,n/a,n/a,21,26,n/a,n/a,31,n/a,13,33,16,14,19,22,n/a,n/a,9,8,n/a,n/a,n/a,10,n/a,n/a,8,18,8,17,7,4,11,10,n/a,n/a,n/a,n/a,n/a,6,15,20,7,7
21/9/2018,27,n/a,n/a,19,n/a,n/a,31,27,28,38,37,n/a,n/a,29,23,n/a,n/a,35,n/a,18,52,29,21,33,31,n/a,n/a,10,13,n/a,n/a,n/a,12,n/a,n/a,17,19,12,14,9,4,9,15,n/a,n/a,n/a,n/a,n/a,4,16,25,9,7
22/9/2018,19,n/a,n/a,17,n/a,n/a,24,27,22,32,29,n/a,n/a,20,22,n/a,n/a,34,n/a,22,35,25,18,23,21,n/a,n/a,14,14,n/a,n/a,n/a,13,n/a,n/a,13,21,7,13,13,5,9,19,n/a,n/a,n/a,n/a,n/a,6,14,20,12,7
23/9/2018,14,n/a,n/a,13,n/a,n/a,20,20,16,29,25,n/a,n/a,16,19,n/a,n/a,25,n/a,23,19,17,11,14,13,n/a,n/a,17,14,n/a,n/a,n/a,13,n/a,n/a,12,16,10,11,13,5,10,15,n/a,n/a,n/a,n/a,n/a,8,15,13,16,7
24/9/2018,17,n/a,n/a,15,n/a,n/a,25,21,18,36,26,n/a,n/a,15,19,n/a,n/a,23,n/a,19,22,14,10,17,18,n/a,n/a,16,12,n/a,n/a,n/a,11,n/a,n/a,14,20,12,17,13,7,10,15,n/a,n/a,n/a,n/a,n/a,7,16,12,15,10
25/9/2018,16,n/a,n/a,13,12,n/a,26,19,18,32,25,n/a,n/a,13,16,n/a,n/a,19,n/a,10,22,13,12,18,14,n/a,n/a,15,12,n/a,n/a,n/a,12,n/a,n/a,17,24,16,16,12,7,16,14,n/a,n/a,n/a,n/a,n/a,9,15,14,8,13
26/9/2018,13,n/a,n/a,9,10,n/a,16,15,13,18,19,n/a,n/a,8,15,n/a,n/a,20,n/a,10,14,20,7,9,13,n/a,n/a,13,9,n/a,n/a,n/a,10,n/a,n/a,17,32,16,21,11,7,15,15,n/a,n/a,n/a,n/a,n/a,11,14,21,7,13
27/9/2018,11,n/a,n/a,7,8,n/a,16,13,12,17,17,n/a,n/a,9,14,n/a,n/a,24,n/a,11,11,17,6,14,16,n/a,n/a,15,9,n/a,n/a,n/a,12,n/a,n/a,20,36,16,21,13,8,14,15,n/a,n/a,n/a,n/a,n/a,9,14,25,5,13
28/9/2018,15,n/a,n/a,15,12,n/a,22,18,18,26,24,n/a,n/a,15,16,n/a,n/a,30,n/a,12,18,13,8,18,17,n/a,n/a,16,8,n/a,n/a,n/a,13,n/a,n/a,11,34,11,14,14,7,14,13,n/a,n/a,n/a,n/a,n/a,9,16,24,10,6
29/9/2018,23,n/a,n/a,24,19,n/a,30,23,27,40,29,n/a,n/a,20,24,n/a,n/a,31,n/a,20,19,16,9,17,22,n/a,n/a,17,7,n/a,n/a,n/a,10,n/a,n/a,11,20,12,22,9,6,8,10,n/a,n/a,n/a,n/a,n/a,7,13,18,18,6
30/9/2018,12,n/a,n/a,8,8,n/a,18,16,13,n/a,27,n/a,n/a,18,14,n/a,n/a,18,n/a,14,30,22,12,19,13,n/a,n/a,16,9,n/a,n/a,n/a,10,n/a,n/a,18,24,20,27,6,7,8,13,n/a,n/a,n/a,n/a,n/a,7,15,9,11,14
1/10/2018,10,n/a,n/a,12,9,n/a,19,15,16,n/a,21,n/a,n/a,11,14,n/a,9,25,11,18,27,21,15,19,21,n/a,n/a,19,n/a,n/a,n/a,n/a,10,n/a,15,22,39,25,22,5,5,7,16,n/a,n/a,9,10,n/a,6,12,11,14,18
2/10/2018,17,n/a,n/a,15,16,n/a,24,21,24,33,26,n/a,n/a,18,20,n/a,17,33,20,15,35,14,11,11,16,n/a,n/a,15,n/a,n/a,n/a,n/a,11,n/a,8,16,41,20,17,10,5,11,9,n/a,n/a,16,23,n/a,14,11,21,12,11
3/10/2018,28,n/a,n/a,28,27,n/a,38,38,36,47,43,n/a,n/a,27,26,n/a,21,40,29,21,62,19,14,20,17,n/a,15,18,n/a,n/a,n/a,n/a,14,n/a,10,14,48,10,15,17,5,21,12,n/a,n/a,16,27,n/a,23,16,21,21,10
4/10/2018,22,n/a,n/a,24,24,n/a,38,38,32,49,44,n/a,n/a,25,25,n/a,28,36,30,37,53,19,17,15,22,n/a,16,27,n/a,n/a,n/a,n/a,22,n/a,7,9,51,11,11,22,11,25,22,n/a,n/a,20,26,n/a,25,23,24,31,9
5/10/2018,12,n/a,n/a,11,10,n/a,17,15,15,27,21,n/a,n/a,13,16,n/a,22,29,26,15,24,15,8,11,9,n/a,7,35,n/a,n/a,n/a,n/a,28,n/a,8,17,58,11,13,27,16,27,27,n/a,n/a,12,32,n/a,28,28,16,22,14
6/10/2018,16,n/a,n/a,15,16,n/a,22,21,19,35,25,n/a,n/a,17,18,n/a,13,29,19,19,30,13,7,13,14,n/a,12,35,n/a,n/a,n/a,n/a,28,n/a,14,15,61,10,18,29,16,29,35,n/a,n/a,15,30,n/a,22,31,18,15,15
7/10/2018,n/a,n/a,n/a,18,18,n/a,26,25,25,35,29,n/a,n/a,21,21,n/a,11,27,19,22,33,16,8,14,21,n/a,19,35,n/a,n/a,n/a,n/a,29,n/a,10,5,55,7,11,29,14,31,33,n/a,n/a,11,29,n/a,21,32,19,15,8
8/10/2018,n/a,n/a,n/a,22,22,n/a,30,30,28,43,36,n/a,n/a,23,23,n/a,19,32,22,25,38,20,12,15,18,n/a,15,35,n/a,n/a,n/a,n/a,29,n/a,11,n/a,55,8,12,28,13,29,31,n/a,n/a,25,27,n/a,19,31,28,17,6
9/10/2018,24,n/a,n/a,19,22,n/a,30,26,25,42,30,n/a,n/a,21,28,n/a,18,38,23,21,41,21,16,20,21,n/a,18,35,n/a,n/a,n/a,n/a,30,n/a,8,n/a,54,8,12,23,11,26,31,n/a,n/a,28,27,n/a,18,31,34,26,7
10/10/2018,29,n/a,n/a,23,25,n/a,33,32,32,42,39,n/a,n/a,28,31,n/a,31,41,24,31,38,23,20,30,28,n/a,27,29,n/a,n/a,n/a,n/a,27,n/a,14,n/a,41,15,18,15,12,23,29,n/a,n/a,26,23,n/a,n/a,25,n/a,36,14
11/10/2018,23,n/a,n/a,24,21,n/a,30,27,31,38,33,n/a,n/a,27,30,n/a,24,33,19,39,50,27,20,24,25,n/a,22,19,n/a,n/a,n/a,n/a,14,n/a,18,n/a,25,15,19,8,10,16,20,n/a,n/a,17,16,n/a,n/a,21,n/a,28,15
12/10/2018,16,n/a,n/a,15,13,n/a,19,19,19,29,26,n/a,n/a,16,20,n/a,18,26,19,31,44,17,14,12,17,n/a,16,25,n/a,n/a,n/a,n/a,13,n/a,22,n/a,32,9,13,11,11,13,17,n/a,n/a,14,14,n/a,n/a,27,15,22,14
13/10/2018,27,n/a,n/a,22,23,n/a,33,33,30,45,39,n/a,n/a,25,27,n/a,21,26,22,22,38,16,16,13,22,n/a,13,20,n/a,n/a,n/a,n/a,15,n/a,19,n/a,30,9,12,10,9,15,16,n/a,n/a,11,17,n/a,n/a,23,15,24,9
14/10/2018,26,n/a,n/a,20,19,n/a,33,33,25,40,37,n/a,n/a,29,25,n/a,21,27,19,27,49,18,13,13,24,n/a,15,22,n/a,n/a,n/a,n/a,14,n/a,18,n/a,21,12,16,12,8,16,20,n/a,n/a,10,20,n/a,n/a,22,13,23,n/a
15/10/2018,12,n/a,n/a,14,14,n/a,23,19,19,26,23,n/a,n/a,12,15,n/a,16,29,19,23,16,14,10,10,22,n/a,16,21,n/a,n/a,n/a,n/a,17,n/a,14,18,32,13,16,15,9,18,18,n/a,n/a,10,20,n/a,n/a,19,16,25,7
16/10/2018,12,n/a,n/a,10,13,n/a,17,15,19,27,23,n/a,n/a,9,17,n/a,19,35,21,18,13,18,13,10,19,n/a,15,23,n/a,n/a,n/a,n/a,20,n/a,12,12,25,8,12,13,7,18,17,n/a,n/a,10,17,n/a,n/a,16,15,20,6
17/10/2018,12,19,20,11,18,38,22,17,19,33,22,n/a,15,8,15,21,17,27,18,17,16,15,9,14,16,18,13,20,n/a,14,12,12,15,17,7,15,20,7,11,11,10,18,16,14,16,10,13,10,n/a,15,18,10,n/a
18/10/2018,21,n/a,19,16,16,33,27,24,22,34,28,n/a,20,16,21,20,18,28,21,12,14,18,14,18,20,23,12,20,n/a,14,12,11,12,17,6,13,12,9,10,15,11,21,19,13,14,11,10,11,n/a,18,15,10,4
19/10/2018,32,n/a,26,22,24,37,39,30,31,41,40,n/a,30,28,27,25,21,27,22,20,n/a,22,15,22,28,27,19,21,n/a,14,13,10,14,17,10,9,22,11,12,18,9,13,21,15,14,12,11,11,5,19,14,19,n/a
20/10/2018,28,n/a,21,19,22,39,29,22,29,44,32,n/a,22,27,29,18,12,24,22,15,n/a,17,9,n/a,23,19,15,24,n/a,13,7,8,15,13,12,12,22,10,12,20,10,13,21,12,16,9,13,15,5,18,7,10,6
21/10/2018,7,8,12,7,8,14,14,13,11,28,17,n/a,10,9,13,12,8,15,11,8,n/a,10,4,12,10,7,7,19,n/a,12,6,7,11,n/a,10,10,n/a,9,14,13,9,9,18,10,12,8,10,11,n/a,10,3,8,8
22/10/2018,9,12,16,14,12,22,18,14,17,25,19,n/a,11,12,15,19,10,20,14,14,n/a,12,6,17,12,11,10,15,n/a,5,5,4,5,9,12,15,n/a,12,18,5,6,6,8,5,7,9,n/a,8,4,13,6,12,8
23/10/2018,17,17,18,13,15,43,21,20,23,31,29,n/a,18,15,19,18,13,28,17,12,n/a,16,10,16,18,17,17,14,n/a,6,6,5,9,12,5,n/a,n/a,16,13,8,4,7,9,9,8,9,7,n/a,5,12,12,10,5
24/10/2018,20,17,22,16,19,36,27,25,28,43,33,n/a,19,24,23,16,13,30,12,13,n/a,23,14,21,21,16,18,15,n/a,7,6,7,9,17,9,n/a,23,7,10,5,4,10,7,7,6,10,8,7,4,12,9,9,5
25/10/2018,28,26,28,26,26,46,33,36,34,45,40,n/a,28,38,31,22,20,35,16,19,49,23,12,22,25,20,20,16,n/a,11,6,10,12,13,11,n/a,30,7,11,6,4,9,11,8,9,16,11,9,5,13,19,18,6
26/10/2018,22,21,22,20,20,35,26,26,27,40,29,n/a,19,27,30,18,19,42,19,20,41,27,17,30,24,27,13,19,n/a,13,n/a,8,15,11,8,n/a,29,10,14,7,5,10,16,10,9,15,12,6,7,14,10,15,6
27/10/2018,20,20,21,21,19,28,29,23,26,35,32,n/a,25,36,25,17,17,31,18,25,53,20,19,31,23,28,16,20,n/a,14,9,8,12,16,10,n/a,27,10,14,11,7,14,17,11,11,12,13,8,7,18,14,19,7
28/10/2018,14,19,22,13,15,16,19,15,23,27,23,n/a,16,25,21,21,22,25,21,28,40,26,22,29,18,19,14,22,n/a,14,6,8,13,15,12,n/a,27,12,17,12,9,14,21,13,12,15,13,10,6,16,19,22,9
29/10/2018,23,26,25,19,21,44,26,26,31,34,32,n/a,24,38,25,25,28,30,24,27,54,28,23,31,21,21,22,23,n/a,18,8,8,16,18,13,n/a,32,10,15,15,10,12,22,14,12,21,18,10,7,18,25,25,10
30/10/2018,24,22,22,21,22,30,25,23,30,31,32,25,23,29,26,24,25,39,29,35,45,27,21,34,26,25,27,20,n/a,17,10,9,17,23,20,n/a,38,14,18,13,10,11,19,16,12,26,22,9,9,21,24,29,13
31/10/2018,29,n/a,28,27,28,30,29,27,30,30,36,32,27,35,31,30,31,46,33,44,43,30,26,35,27,25,31,24,n/a,17,14,13,20,26,25,n/a,45,20,25,13,13,18,21,22,15,26,24,11,15,32,31,39,14
1/11/2018,34,n/a,34,30,35,33,35,36,40,37,42,44,34,42,37,39,34,40,37,45,68,29,26,36,29,24,33,27,n/a,18,13,13,20,34,23,n/a,40,20,25,17,14,21,24,21,15,28,24,11,15,29,35,42,17
2/11/2018,39,n/a,33,35,40,47,40,44,46,47,46,46,39,58,35,40,34,41,36,38,71,35,33,43,32,26,36,29,n/a,21,14,14,24,37,28,n/a,41,12,16,19,16,20,26,19,20,28,21,17,14,31,33,39,16
3/11/2018,42,42,41,37,40,55,47,50,49,52,58,48,45,58,46,43,35,39,37,37,70,38,35,42,29,31,31,31,n/a,24,14,13,25,33,21,n/a,46,9,11,24,14,22,29,22,22,29,25,21,15,35,38,38,7
4/11/2018,42,43,41,40,n/a,47,46,44,55,52,53,45,42,53,53,45,41,44,32,40,59,43,38,46,38,32,36,29,n/a,23,15,13,24,33,9,n/a,49,8,12,23,14,21,34,23,21,26,21,26,13,32,39,36,5
5/11/2018,43,44,38,36,n/a,46,44,44,49,49,50,50,40,51,48,39,40,44,33,38,68,49,36,43,41,32,36,28,n/a,23,13,13,23,34,15,n/a,46,n/a,13,20,12,20,30,23,21,30,22,21,10,35,31,37,10
6/11/2018,32,34,30,38,36,43,39,37,44,47,42,42,34,43,36,32,30,31,29,33,60,40,31,n/a,26,22,29,25,n/a,21,12,13,23,32,23,n/a,31,n/a,17,21,13,20,29,24,19,22,20,18,11,31,26,32,9
7/11/2018,23,26,24,23,26,34,29,27,34,35,33,33,24,34,28,23,23,25,20,27,56,29,n/a,30,20,21,24,23,n/a,21,11,14,23,28,22,n/a,23,7,15,21,16,22,26,23,21,16,20,19,11,25,19,26,11
8/11/2018,18,20,20,16,18,22,20,20,27,26,25,24,19,25,22,n/a,18,24,18,28,36,23,n/a,24,17,12,14,22,n/a,19,12,12,21,21,7,n/a,22,7,11,20,15,19,28,19,21,14,15,15,11,22,20,24,11
9/11/2018,16,19,18,14,18,23,21,20,28,30,26,26,17,27,20,n/a,15,26,21,25,42,20,n/a,22,16,15,13,19,n/a,16,7,10,18,12,7,n/a,21,11,12,19,12,19,23,16,18,12,12,15,9,17,19,21,8
10/11/2018,20,22,17,17,22,27,24,n/a,26,38,29,25,17,20,24,17,13,28,18,24,42,20,n/a,25,22,21,17,14,n/a,10,5,6,13,9,6,n/a,22,9,13,18,9,14,15,9,14,10,12,18,7,16,18,15,5
11/11/2018,22,18,22,18,21,29,27,n/a,29,33,31,28,21,18,28,21,18,25,16,21,35,25,n/a,26,21,20,14,12,n/a,7,7,5,10,10,12,n/a,22,9,14,6,6,9,17,9,9,14,10,7,3,18,16,16,5
12/11/2018,37,n/a,30,28,29,50,38,n/a,35,42,45,45,34,32,34,28,22,35,19,23,51,35,n/a,35,37,32,28,13,n/a,6,6,6,7,17,11,n/a,31,14,16,8,6,11,13,8,8,17,10,9,6,14,19,22,8
13/11/2018,46,n/a,38,41,38,55,44,52,46,56,54,47,45,33,42,36,22,34,23,28,47,50,n/a,46,47,42,32,14,n/a,8,5,7,9,12,11,n/a,25,13,20,11,6,10,14,11,10,16,10,10,5,14,27,24,9
14/11/2018,44,37,35,32,35,62,40,47,44,51,54,52,43,43,48,32,25,39,25,25,56,33,n/a,45,44,35,32,16,n/a,10,6,9,12,25,12,n/a,27,10,20,12,7,13,20,12,11,22,7,10,5,18,34,23,7
15/11/2018,39,32,40,38,36,59,51,49,42,61,54,52,35,34,34,35,28,41,20,28,40,32,n/a,40,37,35,30,16,n/a,10,8,10,11,23,16,n/a,27,11,16,11,11,13,17,15,11,16,13,13,7,14,30,28,6
16/11/2018,21,21,24,19,23,44,28,26,27,41,30,43,19,13,24,32,27,31,26,26,20,26,n/a,27,25,26,19,18,n/a,13,8,10,13,26,13,n/a,27,10,14,15,11,16,22,19,16,16,15,13,n/a,15,25,28,9
17/11/2018,20,21,20,17,21,39,25,24,25,37,26,38,16,11,20,28,24,39,19,21,18,26,n/a,n/a,23,23,16,21,n/a,13,11,10,16,25,11,n/a,34,11,18,15,9,16,22,21,18,18,14,15,8,17,22,28,11
18/11/2018,26,27,30,24,32,32,37,32,33,43,33,32,26,18,23,27,18,41,26,22,20,30,n/a,n/a,22,19,18,21,n/a,16,11,12,16,22,13,n/a,30,10,18,16,11,15,21,19,17,16,9,16,12,19,19,28,11
19/11/2018,30,28,31,29,33,43,40,38,39,45,n/a,37,30,29,31,25,16,31,17,29,50,23,n/a,n/a,27,25,21,23,n/a,16,11,13,16,20,16,n/a,27,12,16,22,11,17,23,15,19,11,11,20,10,20,20,30,10
20/11/2018,25,19,25,25,22,42,35,40,28,45,42,50,30,18,20,23,17,42,20,22,42,18,n/a,20,18,14,13,24,n/a,16,11,16,18,28,15,n/a,34,12,15,22,10,18,26,18,19,14,15,21,10,24,14,22,9
21/11/2018,33,25,34,29,29,60,37,46,41,51,51,48,32,31,29,34,25,44,18,22,53,23,n/a,32,30,28,22,22,n/a,15,11,13,19,22,6,n/a,40,12,14,19,10,18,26,18,19,19,17,13,8,27,23,22,8
22/11/2018,35,32,34,31,33,60,36,42,40,43,48,48,28,29,36,33,27,48,21,31,50,31,n/a,38,29,32,28,23,n/a,18,12,13,21,21,13,n/a,22,17,20,19,10,17,27,19,20,20,15,11,9,29,27,31,11
23/11/2018,20,24,27,22,25,37,30,33,29,45,33,29,20,17,20,24,23,22,19,27,50,25,n/a,24,15,18,18,24,n/a,17,12,13,19,18,16,n/a,25,17,22,23,12,16,28,19,22,15,12,21,8,22,20,24,10
24/11/2018,26,22,21,17,27,34,30,27,30,33,38,26,25,n/a,26,26,23,29,19,26,58,26,n/a,24,16,16,20,23,n/a,16,12,12,17,20,19,n/a,31,14,20,26,14,17,22,17,19,16,12,27,9,21,24,24,12
25/11/2018,32,33,29,27,36,42,35,38,48,38,40,32,29,n/a,33,30,30,34,25,29,63,28,n/a,34,18,21,23,23,n/a,16,13,12,21,29,24,n/a,31,17,22,25,10,16,23,19,25,19,17,17,11,27,28,32,13
26/11/2018,32,33,29,29,33,40,35,36,46,38,42,41,30,n/a,33,28,26,30,29,32,n/a,26,n/a,36,22,21,24,23,15,15,12,12,17,31,25,n/a,41,19,25,19,11,18,24,20,22,16,24,15,9,28,29,30,20
27/11/2018,26,28,30,27,n/a,32,31,32,35,35,35,31,26,18,25,30,26,30,29,36,47,23,n/a,29,20,22,20,24,14,14,12,10,19,34,19,n/a,45,22,28,23,12,20,24,25,23,17,30,13,17,26,23,33,16
28/11/2018,21,20,20,18,n/a,20,25,25,32,29,29,n/a,18,13,26,21,19,28,21,39,33,20,n/a,22,19,18,18,21,15,19,18,13,23,31,7,n/a,35,18,24,29,13,24,31,27,27,23,34,19,16,30,27,26,8
29/11/2018,31,30,30,25,n/a,41,33,39,39,42,48,n/a,36,25,35,28,25,35,n/a,38,58,29,n/a,34,26,16,25,27,19,21,20,18,25,39,7,n/a,38,11,16,33,14,19,29,30,33,22,21,17,16,34,28,32,8
30/11/2018,37,38,40,39,n/a,48,41,46,48,51,47,42,38,27,35,40,33,40,n/a,42,73,27,n/a,36,23,24,26,28,24,24,20,18,27,33,13,n/a,39,15,16,34,15,19,29,28,29,19,23,24,18,31,31,34,10
1/12/2018,40,37,36,34,n/a,55,40,51,46,49,49,55,40,33,37,31,42,41,25,36,72,n/a,n/a,51,27,31,29,26,21,28,15,16,26,35,11,n/a,32,10,16,35,14,21,27,24,32,19,23,22,n/a,29,27,34,10
2/12/2018,38,36,36,27,n/a,56,37,47,39,47,49,53,41,25,35,31,36,40,24,38,75,35,n/a,n/a,41,30,26,25,24,28,12,15,25,32,16,n/a,32,12,16,42,13,20,28,20,35,21,18,35,15,26,22,30,9
3/12/2018,29,29,31,27,n/a,57,32,34,35,39,43,47,30,20,36,25,30,38,27,41,81,40,n/a,51,43,35,34,27,22,28,14,17,23,34,13,n/a,38,14,17,48,9,19,36,25,34,23,20,39,11,33,27,40,10
4/12/2018,34,38,40,34,42,43,48,41,49,47,50,47,38,25,34,39,40,47,29,40,73,42,n/a,44,32,33,27,26,25,24,16,14,28,37,10,n/a,44,8,12,38,11,18,33,23,35,22,20,28,13,29,26,41,6
5/12/2018,32,29,30,26,n/a,48,31,31,33,40,41,36,30,21,33,33,34,36,30,42,56,34,n/a,39,25,31,25,25,20,28,18,17,27,42,11,n/a,37,9,12,46,11,18,32,20,39,19,23,23,11,34,29,36,7
6/12/2018,27,26,29,22,33,38,31,32,34,39,42,34,26,13,32,34,27,49,29,46,51,30,n/a,31,26,25,24,25,22,28,10,19,27,49,14,n/a,39,9,13,66,12,18,31,22,32,26,23,26,12,38,24,36,9
7/12/2018,33,36,35,33,n/a,61,35,43,42,47,50,56,38,28,33,32,38,48,28,46,85,46,n/a,46,37,30,25,33,31,32,21,20,35,43,9,n/a,36,9,14,n/a,16,24,41,30,41,21,22,37,13,37,30,39,4
8/12/2018,22,21,22,18,n/a,23,23,23,26,36,28,31,19,10,24,18,23,40,28,22,33,21,n/a,27,22,25,17,41,47,46,33,27,38,30,9,n/a,27,8,14,n/a,21,30,46,36,51,15,21,51,14,34,19,21,5
9/12/2018,21,24,26,24,n/a,26,28,31,32,41,33,26,21,13,28,22,17,31,18,20,39,27,n/a,32,24,18,21,36,31,27,19,14,23,17,5,n/a,22,14,12,6,15,24,31,23,22,17,13,34,10,23,26,19,5
10/12/2018,19,29,27,22,n/a,29,30,28,32,38,35,21,25,14,25,n/a,21,26,22,23,41,18,n/a,29,20,15,16,19,19,17,10,8,17,16,11,n/a,27,10,13,19,14,20,22,17,11,12,14,24,6,30,19,22,5
11/12/2018,25,31,32,26,n/a,38,33,37,36,43,40,32,30,19,34,23,21,29,17,30,51,23,n/a,18,24,22,22,21,20,21,10,8,20,30,12,n/a,26,10,13,20,10,17,28,16,21,18,14,17,6,28,24,27,6
12/12/2018,18,22,24,21,n/a,25,25,26,30,32,32,28,24,12,23,21,18,24,20,33,43,25,n/a,27,20,23,18,18,20,17,10,8,16,23,7,n/a,21,11,11,19,9,14,24,18,17,14,14,20,8,26,16,27,6
13/12/2018,18,23,20,19,n/a,25,24,25,26,29,31,30,20,13,23,19,17,22,15,30,45,18,n/a,16,16,17,18,15,11,12,9,7,12,22,10,n/a,25,13,16,8,8,12,18,15,12,12,14,9,3,33,19,22,9
14/12/2018,19,24,25,23,n/a,31,28,30,34,34,30,30,22,16,23,21,20,22,21,31,47,16,n/a,21,19,19,19,17,15,13,9,7,13,34,9,n/a,26,16,17,8,7,10,21,16,13,12,19,7,5,33,18,28,9
15/12/2018,22,28,25,26,n/a,31,32,32,37,35,37,32,24,19,29,24,22,22,21,34,47,24,n/a,22,21,16,23,20,14,15,13,8,14,37,12,n/a,30,9,12,7,9,11,25,15,15,13,15,8,8,29,21,29,8
16/12/2018,21,26,23,25,n/a,27,27,29,35,30,33,n/a,23,17,32,20,25,26,21,35,49,26,n/a,21,23,22,22,18,13,15,13,6,16,34,10,n/a,27,7,11,8,8,9,25,13,18,15,11,8,4,31,19,34,3
17/12/2018,22,23,22,22,n/a,27,23,24,28,29,32,n/a,22,19,27,25,25,24,22,43,40,23,n/a,23,19,20,21,16,7,12,12,6,15,35,9,n/a,28,8,11,9,8,13,22,14,17,17,17,13,7,30,18,31,6
