Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,46T,47T,72T(เก่า),72T(ใหม่),82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T(ใหม่),76T,86T,92T,42T,43T,44T,62T,63T,78T,80T,89T,93T
1/1/2021,27,20,22,25,22,20,25,24,25,26,26,28,25,18,19,29,24,22,19,23,28,23,21,16,18,36,11,23,17,19,32,21,25,N/A,32,14,21,N/A,N/A,16,14,16,15,18,18,17,16,15,10,22,16,32,24,25,20,20,27,20,19,24,33,27,22,17,30,27,N/A,38,N/A,19,23,20,18,17,7,18,17,N/A
2/1/2021,32,25,26,27,27,23,26,29,31,32,33,33,31,25,25,35,28,27,21,28,34,24,30,21,22,37,12,28,21,26,39,25,30,N/A,57,24,25,N/A,N/A,18,16,18,17,19,21,20,22,19,14,25,17,30,26,43,37,24,32,27,23,28,29,33,25,26,31,37,25,44,N/A,19,24,16,15,19,8,13,17,N/A
3/1/2021,46,37,33,41,40,38,29,44,44,44,48,47,44,40,35,53,38,37,32,40,47,34,45,30,28,50,14,40,36,41,54,36,30,N/A,73,23,24,N/A,N/A,29,30,27,29,31,29,27,31,28,17,34,21,36,34,53,33,28,37,38,29,31,28,37,25,28,37,49,33,57,N/A,22,27,15,15,18,6,12,15,N/A
4/1/2021,39,31,32,36,38,36,28,46,41,37,49,55,37,34,31,45,26,32,26,43,49,30,38,21,24,41,15,33,34,35,32,25,28,N/A,47,15,28,N/A,N/A,24,28,25,25,30,22,19,25,23,9,24,19,41,40,46,30,26,34,35,33,34,34,38,26,31,35,46,38,61,N/A,23,27,12,12,12,3,9,17,N/A
5/1/2021,50,31,31,32,44,28,24,67,41,48,35,42,52,46,33,68,32,33,31,49,61,33,37,27,29,42,14,35,32,34,44,42,25,N/A,48,34,28,N/A,N/A,26,24,30,23,28,25,24,28,28,19,28,19,40,45,46,27,35,34,37,38,41,30,33,23,25,32,46,51,51,N/A,19,27,14,8,13,3,11,14,N/A
6/1/2021,57,32,36,36,39,32,25,85,36,53,38,47,42,40,32,53,41,37,39,65,84,42,51,28,30,43,20,33,39,35,35,30,21,N/A,31,10,19,N/A,N/A,29,30,31,30,34,27,28,31,26,22,29,22,36,30,46,24,33,33,36,40,39,29,29,24,28,31,49,46,53,N/A,17,18,11,15,11,2,6,9,N/A
7/1/2021,37,26,30,30,31,25,23,62,32,36,31,38,31,29,31,40,32,28,25,66,83,37,52,23,34,53,17,34,34,32,36,31,19,N/A,27,18,24,N/A,N/A,35,30,33,31,33,25,27,24,23,20,26,14,32,28,47,28,30,31,30,38,39,24,30,23,27,30,41,60,45,N/A,12,17,11,13,11,3,8,11,N/A
8/1/2021,26,21,24,23,24,21,20,26,25,22,25,30,23,22,19,33,28,19,19,29,25,27,30,23,26,45,16,33,19,27,17,18,16,N/A,33,8,7,N/A,N/A,20,23,23,21,24,18,16,19,20,10,22,10,37,32,39,25,24,28,19,35,35,21,29,18,22,27,31,42,24,N/A,14,17,12,20,15,3,9,15,N/A
9/1/2021,23,19,13,20,22,18,18,19,20,21,24,24,20,18,13,31,23,18,20,27,37,23,23,17,17,39,11,20,19,20,25,17,11,N/A,28,7,9,N/A,N/A,17,20,17,17,20,16,19,16,11,9,18,11,36,29,34,22,18,23,18,23,27,23,21,17,20,20,22,30,24,N/A,17,23,13,17,15,5,10,22,N/A
10/1/2021,30,27,20,25,26,25,22,35,27,29,31,33,29,23,21,37,33,27,24,35,53,37,44,22,22,47,14,32,34,28,25,22,13,N/A,23,11,13,N/A,N/A,22,25,26,22,27,26,21,21,22,14,25,14,35,36,37,32,30,31,27,34,26,25,26,20,20,29,30,44,33,N/A,18,24,16,16,16,5,11,18,N/A
11/1/2021,35,27,20,31,29,28,23,37,32,32,32,36,29,25,22,36,31,30,24,35,49,31,41,20,23,43,17,32,36,25,29,23,18,N/A,33,16,27,N/A,N/A,25,29,27,25,29,20,25,23,22,11,28,18,40,45,38,31,29,33,25,24,24,31,27,16,22,27,34,46,31,N/A,18,24,14,20,17,6,12,19,N/A
12/1/2021,33,26,19,29,28,26,22,36,31,31,33,30,29,24,24,36,30,28,24,32,38,27,28,26,34,74,14,24,27,30,46,35,25,N/A,42,24,32,N/A,N/A,19,15,17,14,17,24,26,24,22,17,30,17,25,N/A,28,20,33,23,30,12,13,30,22,16,13,25,17,32,30,N/A,22,26,14,17,16,8,13,15,N/A
13/1/2021,54,48,32,49,46,47,31,63,51,52,54,53,54,46,40,60,55,48,41,53,65,48,43,45,54,69,17,42,45,43,60,47,23,N/A,65,42,55,N/A,N/A,36,33,36,32,38,35,39,40,42,29,49,27,29,24,35,27,27,43,29,28,26,27,30,26,19,35,N/A,34,39,N/A,24,27,20,18,18,7,16,17,N/A
14/1/2021,76,71,40,68,64,69,42,99,71,74,75,77,72,66,63,89,87,72,63,74,105,77,81,65,74,87,19,49,61,55,88,65,35,N/A,109,46,43,N/A,N/A,52,50,56,50,56,49,53,55,59,50,57,30,43,38,68,49,37,56,40,31,30,35,37,29,34,46,N/A,56,51,N/A,33,32,21,21,18,6,18,26,N/A
15/1/2021,83,83,56,79,71,74,49,112,79,81,85,93,84,86,73,114,98,76,59,89,110,78,83,75,78,82,45,65,60,72,81,68,40,N/A,82,45,38,N/A,N/A,61,48,50,57,52,73,57,60,66,61,62,38,53,55,71,60,51,58,49,38,39,40,46,35,40,46,52,59,69,N/A,33,31,23,26,21,6,20,30,N/A
16/1/2021,67,66,N/A,59,59,57,48,74,72,63,81,106,77,56,48,92,71,67,44,65,64,75,55,62,83,79,72,53,45,69,67,66,45,N/A,72,41,32,N/A,N/A,58,39,42,51,40,44,50,54,85,53,78,45,45,45,61,57,44,51,66,42,45,32,48,30,38,46,62,72,80,N/A,23,30,18,21,21,9,15,28,N/A
17/1/2021,48,44,48,41,42,38,33,72,46,43,50,60,48,37,37,62,54,44,34,47,51,N/A,48,48,66,72,69,57,35,49,39,49,44,N/A,38,28,24,N/A,N/A,52,44,44,45,46,46,44,43,52,40,60,36,47,47,75,66,51,66,48,39,41,28,45,31,36,49,54,58,69,N/A,22,24,19,22,23,9,17,26,N/A
18/1/2021,34,29,32,30,29,27,25,33,30,31,32,35,32,27,26,41,36,29,23,35,37,28,36,31,33,54,51,33,28,34,43,38,32,N/A,51,44,43,N/A,N/A,28,30,28,30,31,28,27,27,27,23,36,27,52,52,53,44,40,40,26,24,24,36,41,17,36,34,39,43,36,N/A,27,33,21,27,23,22,21,22,N/A
19/1/2021,55,45,50,47,43,44,34,59,48,51,54,54,50,44,40,57,52,50,39,53,71,49,44,42,42,65,63,46,43,40,49,46,38,N/A,65,50,42,N/A,N/A,38,40,45,42,44,43,39,44,39,42,48,33,45,45,54,63,41,50,34,27,28,41,39,23,38,46,43,49,52,N/A,25,26,23,27,24,16,20,25,N/A
20/1/2021,74,59,60,59,51,59,45,94,61,69,71,78,70,66,61,78,76,62,51,76,98,68,64,57,53,73,54,47,45,55,67,66,42,N/A,110,51,48,N/A,N/A,49,48,52,47,52,41,41,54,59,64,62,38,53,53,62,55,45,53,49,43,45,39,43,31,39,52,75,61,62,N/A,28,38,17,24,22,14,17,19,N/A
21/1/2021,80,67,57,68,57,62,56,100,70,76,74,82,77,71,69,96,93,68,51,79,116,70,64,71,73,89,63,55,59,67,69,65,43,N/A,116,48,57,N/A,N/A,73,60,68,53,65,68,67,66,77,48,60,38,57,57,65,70,50,57,47,52,54,53,50,37,44,61,73,63,75,N/A,37,33,29,36,24,11,16,27,N/A
22/1/2021,102,88,70,75,77,79,63,131,89,101,83,92,100,89,90,114,106,81,59,89,104,80,75,75,101,82,68,52,75,70,76,67,46,N/A,102,42,30,N/A,N/A,87,61,64,59,72,69,75,69,111,50,69,37,54,56,73,65,49,62,62,55,78,49,53,39,44,61,75,61,89,N/A,30,31,34,28,27,11,26,38,N/A
23/1/2021,73,63,N/A,61,56,60,57,77,65,67,76,90,70,56,55,75,82,68,54,73,82,82,66,70,82,85,51,55,52,76,69,61,46,N/A,69,36,34,N/A,N/A,75,49,42,48,51,57,70,61,113,45,68,38,55,58,79,68,58,60,52,54,81,47,54,38,40,64,65,63,81,N/A,26,31,22,19,19,10,19,34,N/A
24/1/2021,34,30,29,29,27,27,34,36,32,32,35,48,34,25,26,44,39,29,22,35,29,45,27,45,66,63,42,41,17,40,67,66,51,N/A,85,47,53,N/A,N/A,37,29,27,40,28,30,43,27,54,39,59,22,56,58,66,66,63,72,46,39,61,43,51,37,40,63,73,72,68,N/A,21,28,15,18,16,7,15,17,N/A
25/1/2021,25,18,27,26,18,22,30,36,26,24,30,45,24,15,14,28,28,24,20,35,18,37,25,36,60,50,38,41,14,33,77,71,45,N/A,99,62,63,N/A,N/A,35,18,18,21,18,21,38,22,43,32,51,15,53,40,84,56,59,71,45,39,54,38,56,37,44,57,77,70,64,N/A,12,19,13,18,14,5,9,14,N/A
26/1/2021,31,20,29,26,21,24,31,38,30,29,31,41,25,23,18,28,30,27,22,32,22,37,37,45,74,76,41,44,16,46,54,60,44,N/A,88,37,25,N/A,N/A,30,15,17,24,20,21,42,26,46,48,48,19,49,43,76,61,56,60,54,51,65,37,49,33,52,60,81,59,69,N/A,15,24,18,24,17,11,19,22,N/A
27/1/2021,35,29,30,32,25,30,34,37,36,33,36,49,32,29,26,39,34,31,25,35,19,43,29,48,60,75,38,58,14,58,47,41,47,N/A,60,33,16,N/A,N/A,31,22,22,32,27,28,34,32,47,49,52,24,56,47,76,55,61,68,43,53,70,44,49,36,56,63,78,62,72,N/A,21,19,12,22,16,9,7,22,N/A
28/1/2021,38,31,31,33,31,29,35,42,38,37,38,51,34,23,26,37,32,31,25,39,24,36,32,43,58,61,50,49,18,45,41,45,42,N/A,49,17,13,N/A,N/A,38,22,19,29,23,26,28,26,50,35,42,25,49,43,74,71,70,69,57,56,69,36,50,N/A,56,64,84,63,96,N/A,13,20,14,17,15,3,10,20,N/A
29/1/2021,44,36,38,40,35,35,39,39,42,41,42,49,41,33,31,49,44,38,30,43,37,47,41,33,34,54,53,44,24,32,35,27,26,N/A,31,30,23,N/A,N/A,47,32,32,35,35,37,28,35,36,34,43,35,60,50,60,44,56,50,49,52,66,37,37,N/A,49,50,66,60,46,N/A,19,23,16,20,16,9,13,21,N/A
30/1/2021,45,42,38,43,42,40,39,54,43,42,47,52,47,48,38,60,59,38,33,50,65,54,58,37,40,65,58,43,36,41,42,39,35,N/A,48,36,27,N/A,N/A,62,44,51,41,49,51,48,61,54,50,53,58,48,38,44,47,48,43,40,43,48,35,36,25,38,43,51,46,65,N/A,26,25,19,27,22,10,14,28,N/A
31/1/2021,49,41,40,44,40,41,42,50,44,43,51,50,46,44,40,56,55,43,36,55,62,54,59,47,50,66,59,51,36,47,37,41,33,N/A,48,25,11,N/A,N/A,59,54,53,50,55,50,37,51,55,49,68,61,40,29,62,48,58,50,39,36,46,22,37,N/A,33,57,40,57,71,N/A,31,30,21,27,22,12,18,25,N/A
1/2/2021,73,64,50,55,48,58,52,78,60,68,71,74,62,64,53,80,65,65,51,71,83,64,72,59,58,64,61,56,45,58,35,41,30,N/A,41,20,13,N/A,N/A,60,53,55,51,57,50,51,59,67,52,57,50,44,37,46,49,55,50,49,39,53,28,34,22,42,49,51,48,91,N/A,19,24,16,21,18,6,14,24,N/A
2/2/2021,62,47,46,53,52,53,46,67,60,57,61,69,60,54,53,71,59,57,43,79,64,60,62,53,63,43,60,56,46,55,33,30,36,N/A,37,24,18,N/A,N/A,64,50,60,54,60,52,51,62,61,45,47,48,33,28,57,51,55,51,53,27,41,31,38,27,36,42,37,42,81,N/A,22,25,17,21,18,10,15,21,N/A
3/2/2021,63,58,48,54,54,47,48,68,62,59,58,66,64,55,52,86,68,51,41,60,57,54,56,48,57,44,65,57,43,46,32,38,34,N/A,33,21,18,N/A,N/A,66,50,49,55,54,62,49,57,65,52,66,45,28,20,69,61,70,69,38,23,39,30,44,30,42,46,37,64,61,N/A,25,30,19,21,19,12,20,27,N/A
4/2/2021,62,49,44,46,46,45,45,49,54,49,56,64,56,45,47,73,60,52,45,53,56,61,58,57,42,40,65,54,36,49,33,34,30,N/A,37,17,16,N/A,N/A,52,47,48,52,50,43,39,48,73,47,65,53,43,32,69,66,84,59,35,29,48,29,39,31,45,46,41,60,51,N/A,21,26,14,17,16,13,13,24,N/A
5/2/2021,58,47,43,51,45,49,44,60,49,52,56,61,54,49,44,62,56,52,42,58,79,55,58,45,39,34,61,46,44,46,34,32,32,N/A,42,18,21,N/A,N/A,54,45,54,46,54,42,40,51,54,56,46,60,60,47,71,66,83,65,42,43,60,34,49,36,50,45,61,55,65,N/A,18,22,13,20,16,9,10,19,N/A
6/2/2021,60,42,39,43,39,42,40,70,44,50,53,52,48,50,41,57,54,46,43,66,81,55,59,54,50,43,60,53,40,52,37,38,27,N/A,45,33,17,N/A,N/A,64,53,59,55,60,50,55,58,55,64,48,60,71,59,80,73,87,71,39,48,67,44,47,35,66,50,73,63,63,N/A,15,19,15,20,17,7,11,19,N/A
7/2/2021,58,52,43,53,47,52,46,61,59,55,59,78,58,48,44,68,66,56,49,64,55,65,55,57,59,50,66,67,39,57,44,37,39,N/A,50,40,18,N/A,N/A,75,49,54,65,50,52,50,53,65,67,59,52,69,59,73,73,85,63,44,53,75,53,47,38,65,52,72,68,61,N/A,19,21,14,18,16,5,11,22,N/A
8/2/2021,31,26,28,32,26,27,32,46,33,31,34,49,30,22,23,32,31,29,24,32,24,42,29,45,71,43,37,58,18,44,46,50,42,N/A,47,30,9,N/A,N/A,46,27,25,34,27,29,32,30,61,60,60,39,48,40,64,57,58,59,52,16,15,36,46,26,43,57,23,52,68,N/A,17,24,13,21,15,3,9,19,N/A
9/2/2021,40,27,N/A,38,28,32,38,61,40,42,44,58,35,22,24,34,28,40,33,46,43,35,38,41,49,35,47,45,21,37,16,26,10,N/A,11,23,7,N/A,N/A,23,12,14,15,14,16,17,17,52,21,40,16,18,9,6,5,4,10,27,7,9,21,13,8,11,8,5,49,21,N/A,15,17,12,19,15,6,9,16,N/A
10/2/2021,39,27,N/A,32,24,26,28,52,39,40,39,56,35,22,25,44,31,27,22,30,53,23,23,18,22,11,33,16,19,20,19,18,12,N/A,17,11,9,N/A,N/A,25,16,19,23,20,21,16,19,22,6,15,12,19,12,13,14,9,18,18,9,14,21,19,11,17,14,11,43,19,N/A,14,20,14,14,14,4,10,17,N/A
11/2/2021,34,29,39,31,27,23,25,53,33,33,35,47,38,30,27,51,38,28,23,44,62,33,44,27,31,22,44,33,23,34,30,30,17,N/A,30,20,17,N/A,N/A,38,31,28,34,29,24,23,27,25,13,26,17,23,20,28,21,19,21,24,14,21,24,22,13,28,17,14,61,31,N/A,12,20,13,14,13,3,9,16,N/A
12/2/2021,43,37,42,36,34,27,26,60,40,40,37,48,43,39,35,60,43,31,26,45,53,39,37,35,44,38,52,29,23,36,37,38,29,N/A,34,25,23,N/A,N/A,44,30,24,38,28,41,32,31,30,26,44,22,33,25,41,31,28,32,28,20,31,28,30,20,40,27,26,54,38,N/A,15,19,12,16,14,4,10,11,N/A
13/2/2021,34,30,46,37,30,31,29,41,39,34,43,59,35,26,24,44,40,36,37,35,26,48,32,42,60,49,47,44,16,43,38,41,40,N/A,36,38,27,N/A,N/A,42,27,28,31,28,28,33,32,47,30,43,28,44,31,48,33,45,40,38,30,50,27,40,30,43,35,38,57,47,N/A,18,21,16,21,16,3,13,20,N/A
14/2/2021,29,25,34,29,24,23,25,N/A,31,29,32,42,28,21,20,36,32,28,22,29,20,37,22,34,53,39,30,28,13,36,49,44,38,N/A,57,54,25,N/A,N/A,40,25,25,28,26,28,23,26,39,41,48,30,43,34,57,52,70,49,39,38,66,31,53,42,50,42,53,52,50,N/A,27,27,22,23,19,16,18,23,N/A
15/2/2021,26,22,34,26,22,22,23,N/A,29,27,29,39,28,19,20,33,28,24,20,30,20,33,22,36,54,32,31,33,14,31,54,48,45,N/A,61,64,36,N/A,N/A,36,22,24,25,25,27,24,24,42,41,43,30,52,40,59,48,88,54,35,41,71,51,52,45,55,47,62,55,49,N/A,24,24,23,29,22,17,17,23,N/A
16/2/2021,28,25,36,28,22,22,23,N/A,31,28,30,39,30,21,23,34,28,26,22,35,23,33,23,35,42,31,30,27,15,30,63,62,46,N/A,69,96,36,N/A,N/A,38,20,23,23,26,26,31,25,36,44,53,31,51,42,49,49,70,47,33,39,62,86,49,36,51,49,55,64,47,N/A,29,28,26,35,25,21,26,26,N/A
17/2/2021,34,30,42,35,27,27,27,47,36,33,38,49,35,26,29,41,37,33,27,40,29,36,29,35,51,36,33,35,17,35,48,58,44,N/A,48,42,25,N/A,N/A,36,24,26,29,29,32,29,31,36,40,54,34,49,41,60,59,66,55,36,35,61,74,45,35,52,52,48,75,51,N/A,32,35,26,31,24,21,26,32,N/A
18/2/2021,50,45,49,46,40,40,32,51,46,47,50,53,50,45,43,60,50,46,41,48,52,49,43,37,38,33,46,32,33,36,35,32,32,N/A,30,30,33,N/A,N/A,44,33,38,37,38,43,36,44,43,31,52,43,61,50,51,46,50,45,32,36,56,65,37,31,48,38,42,52,40,N/A,28,28,16,24,18,13,19,22,N/A
19/2/2021,41,38,42,41,34,34,28,47,39,38,41,46,43,42,36,49,39,36,31,39,55,40,43,30,33,30,53,37,31,32,38,32,30,N/A,34,33,29,N/A,N/A,37,37,37,39,38,37,35,37,35,22,35,54,47,38,46,42,49,49,30,32,41,39,37,27,44,34,35,42,38,N/A,26,26,16,23,18,13,22,28,N/A
20/2/2021,44,40,45,42,36,34,31,49,40,42,45,46,45,43,35,54,47,37,32,39,62,39,43,34,36,35,52,37,36,34,37,32,29,N/A,57,40,33,N/A,N/A,42,37,38,42,43,39,34,44,38,35,41,67,41,30,61,56,41,56,33,28,40,41,38,27,50,40,29,66,42,N/A,24,28,19,22,19,10,22,19,N/A
21/2/2021,60,52,57,58,54,50,42,N/A,56,59,59,63,59,50,51,72,66,51,49,64,71,64,62,72,49,55,73,66,48,56,47,48,38,N/A,51,69,42,N/A,N/A,63,57,64,62,66,53,50,59,57,63,66,76,44,37,59,62,68,51,42,26,45,48,39,26,49,41,31,96,57,N/A,22,27,18,23,19,11,21,29,N/A
22/2/2021,49,43,54,48,41,42,40,54,49,47,53,60,46,39,37,54,47,47,40,49,37,63,48,65,N/A,61,67,70,32,61,62,60,40,N/A,79,92,42,N/A,N/A,58,45,43,43,45,38,42,45,73,62,71,48,39,32,67,46,67,58,57,22,35,35,48,32,43,59,31,119,72,N/A,27,24,20,29,23,8,19,30,N/A
23/2/2021,40,35,46,40,32,34,32,43,43,39,N/A,55,41,31,33,48,38,37,31,41,35,42,37,43,51,40,56,69,30,44,57,60,47,N/A,72,137,43,N/A,N/A,45,32,35,38,39,35,39,33,50,42,53,38,50,42,81,49,93,69,48,29,39,47,59,42,56,66,50,78,68,N/A,39,36,38,32,30,18,28,41,N/A
24/2/2021,40,34,44,41,33,35,29,45,41,40,N/A,56,41,33,33,45,39,37,33,41,37,51,42,50,56,47,56,49,31,53,61,62,64,N/A,77,127,38,N/A,N/A,50,33,32,33,37,34,35,32,54,43,58,40,66,53,79,80,38,75,49,44,70,54,61,50,53,65,69,48,70,N/A,39,37,37,37,32,30,28,40,N/A
25/2/2021,48,44,50,44,42,38,32,49,49,49,46,64,49,41,41,57,50,42,35,44,44,51,40,47,53,44,48,42,31,42,78,59,49,N/A,84,119,81,N/A,N/A,49,31,31,38,35,42,39,42,54,38,56,32,50,38,55,57,54,49,42,41,62,40,62,42,32,62,49,43,54,N/A,37,32,33,28,26,25,24,37,N/A
26/2/2021,52,43,48,48,44,45,33,55,51,53,51,66,51,43,42,55,47,47,42,55,N/A,50,50,62,62,47,54,45,32,62,72,57,38,N/A,95,116,95,N/A,N/A,48,32,32,37,32,36,39,37,48,38,51,33,56,46,76,75,63,54,51,38,57,50,55,32,52,66,55,65,64,N/A,28,29,25,23,19,17,22,39,N/A
27/2/2021,52,44,48,46,44,44,34,52,51,52,48,66,54,42,43,62,51,44,39,60,N/A,52,55,53,56,47,60,44,30,72,72,56,54,N/A,101,110,62,N/A,N/A,47,40,37,45,40,44,40,39,46,31,51,28,77,63,110,106,104,99,56,49,68,70,57,39,64,92,53,87,86,N/A,30,39,24,22,16,15,20,43,N/A
28/2/2021,44,39,46,44,37,38,31,48,44,45,42,62,45,41,38,55,64,40,34,44,28,53,46,57,N/A,49,55,48,27,70,74,57,75,N/A,72,95,42,N/A,N/A,54,42,34,42,38,41,39,49,51,39,51,32,75,76,127,90,161,110,64,55,89,86,70,52,73,93,71,131,76,N/A,34,61,29,20,19,17,21,27,N/A
1/3/2021,26,20,30,25,23,23,21,32,29,27,24,39,27,19,23,34,26,24,21,25,14,29,32,36,41,31,40,36,18,41,71,51,62,N/A,94,80,50,N/A,N/A,35,17,19,19,19,21,22,20,41,25,40,24,70,72,122,68,117,76,45,64,99,88,76,66,65,89,79,137,48,N/A,26,41,19,23,18,17,20,29,N/A
2/3/2021,16,12,21,14,14,13,17,32,19,18,15,32,18,8,12,24,18,13,12,16,11,19,15,25,27,26,20,19,11,24,66,39,69,N/A,91,85,44,N/A,N/A,20,6,7,6,8,11,14,13,26,24,28,18,70,66,126,60,127,84,30,65,102,103,78,60,73,97,82,140,59,N/A,23,28,19,22,19,17,20,26,N/A
3/3/2021,12,10,21,14,13,10,15,29,16,15,12,26,16,8,11,21,14,10,9,15,8,14,9,15,22,14,15,17,7,16,36,33,39,N/A,30,34,12,N/A,N/A,19,12,12,8,11,12,10,9,25,18,25,16,99,94,112,48,91,73,20,72,109,153,54,51,86,73,84,95,26,N/A,20,20,13,20,14,14,18,18,N/A
4/3/2021,19,15,29,22,17,16,19,36,23,19,20,38,21,15,14,27,21,18,15,28,12,23,14,19,35,17,20,13,8,19,34,23,17,N/A,28,59,31,N/A,N/A,17,11,12,10,13,14,17,16,22,12,24,12,72,71,36,17,38,33,18,60,96,131,31,26,57,31,45,64,17,N/A,16,19,13,19,15,9,N/A,14,N/A
5/3/2021,19,15,27,19,15,15,19,35,22,20,19,32,20,16,15,24,19,16,15,22,16,18,16,19,31,17,19,31,10,16,39,32,21,N/A,37,105,43,N/A,N/A,26,14,15,14,16,18,15,18,25,19,21,16,58,50,43,20,38,38,19,53,107,126,39,30,44,40,38,49,26,N/A,17,19,13,19,15,12,N/A,17,N/A
6/3/2021,21,16,30,19,22,16,19,33,23,21,20,32,22,15,17,27,22,17,16,28,18,22,22,22,31,18,28,16,13,20,34,31,30,N/A,34,93,18,N/A,N/A,25,14,15,17,16,18,21,18,27,21,17,14,90,87,70,28,48,51,29,72,164,201,52,46,68,46,68,N/A,38,N/A,15,18,13,11,15,9,N/A,19,N/A
7/3/2021,19,16,29,20,24,16,19,31,21,19,19,28,20,14,14,26,27,18,15,26,17,25,17,23,27,25,28,38,12,22,39,35,36,N/A,41,97,23,N/A,N/A,26,14,14,14,15,20,19,18,28,26,35,22,117,116,116,45,90,67,27,83,175,323,55,53,84,67,89,81,39,N/A,23,20,13,12,13,8,N/A,17,N/A
8/3/2021,25,21,32,25,27,21,21,32,27,25,23,34,25,16,20,31,31,23,19,27,19,32,21,30,38,26,26,30,12,30,33,35,29,N/A,38,66,29,N/A,N/A,24,15,16,14,15,20,17,23,30,23,33,18,109,108,105,43,107,54,30,108,209,291,48,54,77,48,103,91,31,N/A,24,17,11,18,14,8,12,15,N/A
9/3/2021,22,17,34,24,18,19,21,37,26,24,26,34,24,18,17,27,28,24,21,28,19,33,21,31,47,28,25,30,11,27,43,54,33,N/A,49,82,33,N/A,N/A,26,15,20,18,19,21,14,19,30,36,40,20,104,103,73,34,80,46,28,105,211,211,52,51,79,50,89,93,39,N/A,20,21,17,21,18,10,17,21,N/A
10/3/2021,28,23,42,28,24,25,25,40,32,29,33,41,29,24,22,32,29,27,24,33,21,39,25,36,54,31,33,39,15,37,46,63,35,N/A,55,77,35,N/A,N/A,30,23,25,23,25,27,13,22,35,37,41,23,116,105,82,32,67,51,37,88,178,213,54,54,92,59,76,106,45,N/A,28,24,17,20,18,13,16,24,N/A
11/3/2021,30,27,42,36,30,29,26,42,36,31,36,49,32,24,23,36,32,33,27,38,22,41,27,39,57,41,30,44,15,34,52,60,37,N/A,58,83,32,N/A,N/A,28,22,22,25,22,23,12,24,34,43,45,26,131,114,80,35,68,63,37,77,178,228,54,52,95,63,77,110,48,N/A,29,20,14,21,18,11,11,23,N/A
12/3/2021,30,23,41,29,25,25,25,42,32,29,32,47,28,20,22,33,29,29,24,32,22,38,29,37,62,42,33,41,17,38,41,51,45,N/A,54,58,25,N/A,N/A,33,20,18,25,21,23,15,22,34,41,47,21,98,102,76,31,65,64,45,74,164,208,50,52,77,65,79,87,53,N/A,27,21,15,20,18,9,13,23,N/A
13/3/2021,26,21,39,29,24,26,24,42,28,27,29,45,27,19,19,32,29,28,25,32,22,39,25,38,55,37,N/A,34,16,35,41,50,N/A,N/A,52,63,24,N/A,N/A,37,24,18,21,21,22,14,21,34,47,40,19,107,104,72,42,67,60,43,79,176,162,55,57,79,66,78,77,57,N/A,36,22,17,15,17,8,14,18,N/A
14/3/2021,27,21,34,27,21,22,22,39,28,26,25,40,26,17,18,31,26,26,22,32,22,36,26,36,51,33,31,28,14,33,44,54,37,N/A,48,75,39,N/A,N/A,30,16,16,17,19,21,11,19,35,33,46,21,88,94,67,44,66,56,35,70,204,125,62,68,71,66,70,64,53,N/A,39,24,17,15,18,11,16,20,N/A
15/3/2021,24,21,34,25,20,20,21,39,27,25,24,35,26,17,20,29,24,21,19,27,21,26,23,37,45,33,29,24,14,29,63,66,44,N/A,59,110,52,N/A,N/A,30,18,20,21,20,20,11,20,38,32,42,22,72,74,62,55,64,56,35,66,141,90,61,57,55,68,63,53,53,N/A,35,22,16,21,20,11,12,23,N/A
16/3/2021,27,22,36,27,25,23,23,39,29,30,27,39,29,22,25,32,31,25,23,32,25,29,27,31,41,30,30,24,16,33,81,59,50,N/A,66,150,82,N/A,N/A,33,21,20,21,23,25,13,27,37,30,39,22,62,66,59,51,55,52,36,62,140,97,61,55,53,55,57,48,46,N/A,41,26,15,21,17,11,15,24,N/A
17/3/2021,30,25,39,30,28,28,24,39,32,31,28,45,33,24,24,37,29,28,24,35,31,33,28,34,43,35,34,21,17,40,72,58,52,N/A,75,152,94,N/A,N/A,32,24,25,24,25,28,14,27,36,31,43,28,66,67,62,52,65,53,39,63,173,103,58,53,57,56,57,54,44,N/A,39,25,19,18,18,12,13,20,N/A
18/3/2021,38,34,40,40,34,33,28,44,40,39,37,55,40,35,29,46,36,35,31,43,39,43,34,42,51,40,43,30,22,43,76,61,57,N/A,66,161,99,N/A,N/A,43,29,29,33,31,34,21,35,46,39,51,31,71,76,58,49,58,57,41,69,196,110,57,56,56,51,59,61,52,N/A,44,33,22,18,19,18,20,25,N/A
19/3/2021,33,27,25,32,28,29,26,38,35,34,32,48,35,26,28,37,31,31,26,38,N/A,39,31,43,47,45,38,28,18,39,77,68,56,N/A,62,153,82,N/A,N/A,40,29,26,27,27,29,15,29,44,38,47,28,68,73,63,50,59,56,46,71,219,137,57,71,55,64,58,60,55,N/A,40,39,18,16,18,16,16,23,N/A
20/3/2021,33,28,29,32,27,28,26,38,36,34,31,47,35,27,29,39,33,31,26,36,34,37,31,35,40,36,37,28,19,41,74,62,60,N/A,62,133,103,N/A,N/A,37,23,22,25,23,28,13,28,41,31,42,23,70,69,65,56,60,64,44,71,224,130,61,68,54,80,64,48,60,N/A,26,40,18,14,16,16,15,18,N/A
