Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,16T,17T,18T,19T,13T,22T,14T,27T,20T,81T,21T,24T,25T,26T,79T,84T,85T,46T,47T,72T(เก่า),72T(ใหม่),82T,83T,88T,90T,91T,28T,29T,30T,31T,74T,32T,33T,34T,60T,71T,77T,87T,35T,36T,37T,38T,39T,40T,41T,57T,73T,58T,67T,75T,68T,69T,70T(ใหม่),76T,86T,92T,42T,43T,44T,62T,63T,78T,80T,89T,93T
13/12/2021,28,30,21,23,23,20,21,29,26,28,27,26,25,19,23,34,25,22,18,24,33,21,30,18,28,19,32,13,27,27,35,26,N/A,23,13,21,27,25,27,16,22,18,19,19,18,14,20,19,20,27,13,26,22,23,16,14,20,27,25,26,18,28,17,26,25,29,25,26,22,15,14,15,17,19,11,8,12,12
14/12/2021,42,50,33,38,34,34,33,41,44,43,49,45,48,42,41,52,38,36,32,38,49,32,37,27,40,31,41,18,36,33,43,33,N/A,N/A,16,24,29,27,31,24,24,28,32,31,28,24,33,28,26,33,18,25,21,25,18,18,27,35,22,28,17,27,22,32,30,28,30,40,27,17,13,15,15,16,9,8,14,10
15/12/2021,46,52,39,38,39,36,37,48,45,45,50,53,49,47,47,60,43,40,35,44,58,35,45,34,50,34,39,18,36,41,44,43,N/A,39,17,23,31,27,43,29,27,29,32,34,34,29,36,32,28,35,21,27,21,32,21,18,31,40,27,31,19,33,22,33,33,31,37,40,29,23,23,18,14,16,10,9,21,15
16/12/2021,51,49,39,42,41,40,40,53,47,51,53,53,46,44,40,63,53,45,40,51,64,49,47,41,56,34,41,28,37,42,46,44,N/A,30,18,14,20,30,44,38,35,39,31,33,50,30,48,47,26,41,18,25,21,35,22,17,31,33,24,20,20,28,21,32,29,26,41,37,30,30,23,26,16,16,13,11,28,21
17/12/2021,40,38,32,34,30,33,31,45,38,40,44,48,35,34,29,48,40,36,33,43,58,37,48,32,41,32,38,34,36,35,34,33,N/A,27,12,12,20,21,32,29,43,34,35,39,36,25,38,42,21,33,15,22,17,24,19,17,24,35,22,17,16,27,17,31,31,26,32,38,26,25,27,19,13,12,7,10,33,29
18/12/2021,29,31,21,26,N/A,22,20,28,29,28,29,29,27,24,22,41,28,25,23,26,40,27,30,23,32,22,39,34,32,28,38,30,N/A,31,13,21,20,30,26,14,26,17,22,22,20,18,27,23,22,30,15,25,21,25,25,18,25,31,26,23,20,29,22,30,34,27,32,32,32,21,22,17,18,15,9,9,19,20
19/12/2021,28,28,21,20,23,21,N/A,29,28,27,30,29,27,23,22,39,27,25,23,28,37,27,28,27,32,24,35,28,30,29,43,27,N/A,33,19,19,32,37,29,15,21,17,21,19,20,17,26,23,19,29,14,30,24,33,22,29,31,31,33,31,22,33,30,35,35,37,37,33,37,14,14,18,14,13,8,8,15,11
20/12/2021,47,48,35,40,36,36,36,45,45,46,56,45,42,38,34,57,45,44,37,42,57,46,51,39,57,37,50,43,53,44,50,41,N/A,34,16,29,50,45,40,29,34,29,29,30,31,23,30,N/A,34,54,19,32,26,34,28,23,33,43,30,32,24,34,28,34,39,36,39,40,35,15,20,15,15,13,8,8,14,10
21/12/2021,60,62,50,46,52,54,51,67,58,63,70,63,57,55,55,79,60,57,53,51,81,59,59,46,72,51,60,48,54,48,60,58,N/A,36,12,42,36,42,45,48,52,48,44,53,48,46,50,54,49,52,26,34,31,35,29,23,34,44,32,35,23,34,24,36,36,39,39,49,33,28,21,18,20,16,11,8,21,17
22/12/2021,68,71,54,61,58,56,54,73,67,68,76,75,N/A,67,57,101,81,58,52,60,84,63,59,56,77,54,56,44,53,53,57,51,N/A,35,14,23,27,25,42,47,55,47,49,51,68,43,66,56,42,69,34,33,29,N/A,26,25,31,44,31,33,22,33,22,38,34,43,29,45,32,28,34,15,14,17,12,9,16,12
23/12/2021,68,60,49,45,51,54,47,67,60,68,63,68,N/A,53,56,88,55,52,47,67,81,57,64,50,68,48,52,43,45,51,44,45,N/A,34,11,18,32,34,36,48,57,37,50,51,62,50,53,38,35,42,33,34,30,29,25,23,31,48,35,37,22,36,24,38,37,35,38,48,37,31,27,19,14,17,10,9,23,16
24/12/2021,56,51,34,41,43,38,37,62,54,53,48,64,57,39,37,81,44,42,35,58,70,41,57,41,71,42,56,52,41,51,51,34,N/A,38,18,26,41,43,39,39,32,22,33,27,44,34,38,29,21,30,19,34,31,38,30,25,35,51,36,37,21,36,25,37,40,38,47,48,44,21,23,17,16,18,12,14,10,16
25/12/2021,23,23,17,13,24,18,19,28,29,26,26,40,31,22,17,41,26,18,17,24,29,24,24,26,43,22,45,46,17,44,36,26,N/A,40,18,13,18,19,18,24,25,12,19,20,23,19,24,20,16,24,14,38,32,41,31,27,38,43,36,36,22,37,25,37,40,45,50,N/A,46,11,12,14,18,17,10,9,12,9
26/12/2021,26,21,18,18,19,17,20,29,26,26,26,29,25,19,17,35,26,19,17,20,27,19,22,21,25,16,30,29,14,18,25,21,N/A,25,10,7,13,9,25,17,18,14,22,17,21,17,24,24,19,24,15,38,34,31,28,21,30,17,38,37,23,29,21,35,33,33,42,33,31,12,13,14,18,19,12,8,15,8
27/12/2021,36,29,23,23,27,23,24,41,33,37,35,49,35,27,26,44,24,27,24,34,46,23,32,18,32,17,32,25,24,22,21,14,N/A,21,6,4,6,7,11,23,31,23,23,24,20,16,19,26,15,19,16,29,26,25,15,14,22,24,27,34,20,23,17,32,23,26,26,24,26,17,15,18,20,20,11,9,23,12
28/12/2021,19,17,15,11,17,11,17,22,19,19,21,28,18,14,16,28,20,15,15,21,34,15,19,16,19,12,31,24,19,17,22,15,N/A,16,8,5,11,8,9,13,18,15,17,17,14,13,13,13,9,15,10,25,23,23,18,11,21,19,23,25,17,22,15,28,21,23,27,20,22,15,15,17,20,21,9,9,16,12
29/12/2021,19,19,13,15,16,14,18,19,20,19,23,26,19,16,16,30,24,17,17,21,31,18,18,16,19,16,29,24,16,22,20,16,N/A,21,10,5,17,7,14,11,18,12,16,13,16,10,15,15,11,17,9,21,17,20,18,12,20,28,19,21,18,25,14,29,26,20,27,17,23,10,12,10,16,15,10,7,15,8
30/12/2021,23,23,18,18,18,15,19,24,22,23,26,28,21,16,17,31,21,19,17,18,28,17,22,16,15,14,30,20,17,17,20,13,N/A,24,6,6,14,8,8,11,11,11,15,11,14,16,15,N/A,12,19,7,21,17,22,16,14,20,18,18,19,16,21,15,28,25,22,25,15,22,9,9,13,15,13,8,7,10,11
31/12/2021,23,25,18,20,19,17,21,25,23,23,28,25,23,17,18,31,23,19,16,18,28,17,26,16,16,15,30,26,21,20,16,14,N/A,14,6,10,14,11,9,11,16,14,19,15,14,15,16,14,12,17,10,22,18,21,17,12,21,17,25,23,18,23,14,26,25,22,23,16,22,11,14,15,19,16,8,8,13,12
